spec,dps,item_level,fight_name,fight_length
Unholy DeathKnight,63203.69,464,Feng the Accursed,347491
Brewmaster Monk,32936.06,480,Feng the Accursed,347491
Arms Warrior,76408.37,468,Feng the Accursed,347491
Destruction Warlock,70761.19,468,Feng the Accursed,347491
Protection Warrior,30071.98,469,Gara'jal the Spiritbinder,322824
Survival Hunter,61178.17,463,Gara'jal the Spiritbinder,322824
Frost Mage,88396.14,472,Gara'jal the Spiritbinder,322824
Unholy DeathKnight,31251.05,464,Gara'jal the Spiritbinder,322824
Brewmaster Monk,44036.79,480,Gara'jal the Spiritbinder,322824
Arms Warrior,37557.45,468,Gara'jal the Spiritbinder,322824
Destruction Warlock,66987.84,468,Gara'jal the Spiritbinder,322824
Fire Mage,51131.62,467,The Spirit Kings,231607
Frost Mage,62295.98,466,The Spirit Kings,231607
Windwalker Monk,81069.7,467,The Spirit Kings,231607
Destruction Warlock,98863.46,471,The Spirit Kings,231607
Brewmaster Monk,33587.2,464,The Spirit Kings,231607
Assassination Rogue,65640.94,467,The Spirit Kings,231607
Arms Warrior,71167.07,469,The Spirit Kings,231607
Brewmaster Monk,31401.82,465,The Spirit Kings,231607
Destruction Warlock,72421.09,469,The Spirit Kings,231607
Arms Warrior,73889.22,471,The Spirit Kings,231607
Destruction Warlock,77079.5,469,The Spirit Kings,231607
Arms Warrior,67152.04,467,The Spirit Kings,231607
Destruction Warlock,59000.69,463,The Spirit Kings,231607
Subtlety Rogue,67912.42,465,The Spirit Kings,231607
Survival Hunter,35782.2,461,The Spirit Kings,231607
Destruction Warlock,73781.0,467,The Spirit Kings,231607
Assassination Rogue,66658.75,467,The Spirit Kings,231607
Elemental Shaman,44225.89,462,The Spirit Kings,231607
Frost Mage,89748.12,469,Elegon,194611
Fire Mage,58264.49,467,Elegon,194611
Frost Mage,89904.04,466,Elegon,194611
Windwalker Monk,106024.01,467,Elegon,194611
Destruction Warlock,124333.35,471,Elegon,194611
Brewmaster Monk,28768.39,465,Elegon,194611
Assassination Rogue,86048.09,467,Elegon,194611
Arms Warrior,114643.24,469,Elegon,194611
Brewmaster Monk,52863.38,465,Elegon,194611
Destruction Warlock,72591.3,469,Elegon,194611
Arms Warrior,106373.76,471,Elegon,194611
Destruction Warlock,113517.88,469,Elegon,194611
Arms Warrior,107603.48,467,Elegon,194611
Destruction Warlock,79609.82,463,Elegon,194611
Subtlety Rogue,87293.81,465,Elegon,194611
Survival Hunter,76720.52,461,Elegon,194611
Destruction Warlock,111267.42,467,Elegon,194611
Assassination Rogue,100522.47,467,Elegon,194611
Elemental Shaman,66014.48,462,Elegon,194611
Frost Mage,54111.91,469,Will of the Emperor,238266
Fire Mage,40259.37,467,Will of the Emperor,238266
Frost Mage,55477.6,466,Will of the Emperor,238266
Windwalker Monk,92332.25,467,Will of the Emperor,238266
Destruction Warlock,89289.57,471,Will of the Emperor,238266
Brewmaster Monk,34554.31,465,Will of the Emperor,238266
Assassination Rogue,63207.55,467,Will of the Emperor,238266
Arms Warrior,56820.21,469,Will of the Emperor,238266
Brewmaster Monk,38842.48,465,Will of the Emperor,238266
Destruction Warlock,56928.0,469,Will of the Emperor,238266
Arms Warrior,59102.73,471,Will of the Emperor,238266
Destruction Warlock,78077.43,469,Will of the Emperor,238266
Arms Warrior,63079.91,467,Will of the Emperor,238266
Destruction Warlock,49920.01,463,Will of the Emperor,238266
Survival Hunter,51398.04,462,Will of the Emperor,238266
Subtlety Rogue,62558.86,465,Will of the Emperor,238266
Destruction Warlock,75416.94,467,Will of the Emperor,238266
Assassination Rogue,58213.45,467,Will of the Emperor,238266
Elemental Shaman,29697.43,462,Will of the Emperor,238266
Destruction Warlock,106885.35,467,The Stone Guard,108147
Elemental Shaman,87253.95,465,The Stone Guard,108147
Survival Hunter,103737.53,463,The Stone Guard,108147
Frost DeathKnight,72531.55,471,The Stone Guard,108147
Arms Warrior,126949.51,467,The Stone Guard,108147
Survival Hunter,150870.8,470,The Stone Guard,108147
Windwalker Monk,203721.52,467,The Stone Guard,108147
Unholy DeathKnight,129874.06,470,The Stone Guard,108147
Blood DeathKnight,47935.41,463,The Stone Guard,108147
Arms Warrior,131645.6,469,The Stone Guard,108147
Frost DeathKnight,52760.25,463,The Stone Guard,108147
Affliction Warlock,128714.8,473,The Stone Guard,108147
Protection Paladin,35195.7,463,The Stone Guard,108147
Elemental Shaman,61098.5,464,The Stone Guard,108147
Destruction Warlock,46886.28,463,The Stone Guard,108147
Elemental Shaman,129804.74,467,The Stone Guard,108147
Balance Druid,266.3,470,Feng the Accursed,255558
Destruction Warlock,74858.08,467,Feng the Accursed,255558
Elemental Shaman,80642.97,465,Feng the Accursed,255558
Survival Hunter,81891.97,463,Feng the Accursed,255558
Frost DeathKnight,52236.38,471,Feng the Accursed,255558
Arms Warrior,78292.52,467,Feng the Accursed,255558
Arms Warrior,24337.08,461,Feng the Accursed,255558
Survival Hunter,102792.83,470,Feng the Accursed,255558
Unholy DeathKnight,68537.86,463,Feng the Accursed,255558
Windwalker Monk,92787.29,467,Feng the Accursed,255558
Unholy DeathKnight,78467.87,470,Feng the Accursed,255558
Blood DeathKnight,39650.82,463,Feng the Accursed,255558
Destruction Warlock,2519.58,462,Feng the Accursed,255558
Elemental Shaman,70002.05,469,Feng the Accursed,255558
Arms Warrior,68561.76,469,Feng the Accursed,255558
Frost DeathKnight,38366.03,463,Feng the Accursed,255558
Affliction Warlock,67851.86,473,Feng the Accursed,255558
Protection Paladin,17847.08,463,Feng the Accursed,255558
Elemental Shaman,48268.72,464,Feng the Accursed,255558
Destruction Warlock,42260.05,463,Feng the Accursed,255558
Elemental Shaman,66235.52,467,Feng the Accursed,255558
Balance Druid,1011.29,470,Gara'jal the Spiritbinder,147964
Destruction Warlock,82400.73,467,Gara'jal the Spiritbinder,147964
Elemental Shaman,86991.37,466,Gara'jal the Spiritbinder,147964
Survival Hunter,93454.42,463,Gara'jal the Spiritbinder,147964
Frost DeathKnight,69056.91,471,Gara'jal the Spiritbinder,147964
Arms Warrior,46885.71,461,Gara'jal the Spiritbinder,147964
Arms Warrior,92061.79,467,Gara'jal the Spiritbinder,147964
Survival Hunter,128019.55,470,Gara'jal the Spiritbinder,147964
Unholy DeathKnight,72427.14,463,Gara'jal the Spiritbinder,147964
Windwalker Monk,103555.78,467,Gara'jal the Spiritbinder,147964
Unholy DeathKnight,87023.95,470,Gara'jal the Spiritbinder,147964
Blood DeathKnight,48189.1,463,Gara'jal the Spiritbinder,147964
Elemental Shaman,90943.11,469,Gara'jal the Spiritbinder,147964
Arms Warrior,71231.42,469,Gara'jal the Spiritbinder,147964
Frost DeathKnight,37390.84,464,Gara'jal the Spiritbinder,147964
Affliction Warlock,86598.36,473,Gara'jal the Spiritbinder,147964
Protection Paladin,33799.68,463,Gara'jal the Spiritbinder,147964
Elemental Shaman,51387.38,464,Gara'jal the Spiritbinder,147964
Destruction Warlock,56336.4,463,Gara'jal the Spiritbinder,147964
Elemental Shaman,88976.99,467,Gara'jal the Spiritbinder,147964
Brewmaster Monk,90709.54,471,The Stone Guard,280271
Arms Warrior,150039.92,469,The Stone Guard,280271
Frost Mage,146766.08,467,The Stone Guard,280271
Blood DeathKnight,20147.54,467,The Stone Guard,280271
Destruction Warlock,131962.95,471,The Stone Guard,280271
Balance Druid,59030.47,467,The Stone Guard,280271
Survival Hunter,63530.87,463,The Stone Guard,280271
Unholy DeathKnight,137624.46,467,The Stone Guard,280271
Brewmaster Monk,42752.77,471,Feng the Accursed,528150
Arms Warrior,87918.41,469,Feng the Accursed,528150
Frost Mage,89319.64,469,Feng the Accursed,528150
Blood DeathKnight,49890.87,467,Feng the Accursed,528150
Destruction Warlock,82694.47,471,Feng the Accursed,528150
Balance Druid,56140.59,467,Feng the Accursed,528150
Survival Hunter,94686.93,463,Feng the Accursed,528150
Unholy DeathKnight,84196.04,467,Feng the Accursed,528150
Brewmaster Monk,35803.34,471,Gara'jal the Spiritbinder,327720
Arms Warrior,75373.21,469,Gara'jal the Spiritbinder,327720
Frost Mage,75091.29,471,Gara'jal the Spiritbinder,327720
Blood DeathKnight,37785.16,473,Gara'jal the Spiritbinder,327720
Destruction Warlock,86821.19,471,Gara'jal the Spiritbinder,327720
Survival Hunter,98926.12,466,Gara'jal the Spiritbinder,327720
Balance Druid,61896.5,467,Gara'jal the Spiritbinder,327720
Survival Hunter,107000.67,469,Gara'jal the Spiritbinder,327720
Arms Warrior,79009.99,469,The Stone Guard,361723
Frost Mage,150715.85,471,The Stone Guard,361723
Subtlety Rogue,120316.83,471,The Stone Guard,361723
Protection Warrior,99746.8,464,The Stone Guard,361723
Blood DeathKnight,109993.16,471,The Stone Guard,361723
Protection Paladin,63456.45,468,The Stone Guard,361723
Survival Hunter,133105.36,463,The Stone Guard,361723
Arms Warrior,93336.04,469,The Stone Guard,361723
Elemental Shaman,51852.08,463,The Stone Guard,361723
Frost Mage,96043.93,467,The Stone Guard,361723
Frost Mage,112231.88,465,The Stone Guard,361723
Balance Druid,86309.18,466,The Stone Guard,361723
Survival Hunter,163618.74,470,The Stone Guard,361723
Arms Warrior,4386.49,463,The Stone Guard,361723
Destruction Warlock,82893.2,465,The Stone Guard,361723
Assassination Rogue,88087.62,467,The Stone Guard,361723
Blood DeathKnight,156415.54,466,The Stone Guard,361723
Destruction Warlock,153772.15,472,The Stone Guard,361723
Arms Warrior,70541.62,472,Feng the Accursed,501788
Frost Mage,106017.52,471,Feng the Accursed,501788
Subtlety Rogue,84027.75,471,Feng the Accursed,501788
Protection Warrior,81690.87,464,Feng the Accursed,501788
Elemental Shaman,91497.65,467,Feng the Accursed,501788
Survival Hunter,58116.33,463,Feng the Accursed,501788
Arms Warrior,45824.28,469,Feng the Accursed,501788
Elemental Shaman,55157.81,463,Feng the Accursed,501788
Frost DeathKnight,71619.75,465,Feng the Accursed,501788
Frost Mage,80567.04,467,Feng the Accursed,501788
Arms Warrior,92154.99,466,Feng the Accursed,501788
Balance Druid,58532.42,466,Feng the Accursed,501788
Survival Hunter,114030.35,470,Feng the Accursed,501788
Arms Warrior,72142.35,463,Feng the Accursed,501788
Destruction Warlock,68551.77,467,Feng the Accursed,501788
Arms Warrior,49061.77,469,Feng the Accursed,501788
Assassination Rogue,66775.24,467,Feng the Accursed,501788
Blood DeathKnight,73483.56,466,Feng the Accursed,501788
Destruction Warlock,97001.4,472,Feng the Accursed,501788
Arms Warrior,89849.08,472,Gara'jal the Spiritbinder,358764
Frost Mage,93028.64,471,Gara'jal the Spiritbinder,358764
Subtlety Rogue,88420.97,473,Gara'jal the Spiritbinder,358764
Protection Warrior,32092.34,464,Gara'jal the Spiritbinder,358764
Elemental Shaman,86422.51,467,Gara'jal the Spiritbinder,358764
Windwalker Monk,100785.76,470,Gara'jal the Spiritbinder,358764
Survival Hunter,88534.98,467,Gara'jal the Spiritbinder,358764
Arms Warrior,79821.28,469,Gara'jal the Spiritbinder,358764
Elemental Shaman,75829.04,463,Gara'jal the Spiritbinder,358764
Frost DeathKnight,78156.44,465,Gara'jal the Spiritbinder,358764
Frost Mage,94732.0,467,Gara'jal the Spiritbinder,358764
Survival Hunter,100298.08,465,Gara'jal the Spiritbinder,358764
Survival Hunter,116261.35,470,Gara'jal the Spiritbinder,358764
Arms Warrior,77260.49,463,Gara'jal the Spiritbinder,358764
Destruction Warlock,83030.25,468,Gara'jal the Spiritbinder,358764
Assassination Rogue,67596.75,469,Gara'jal the Spiritbinder,358764
Blood DeathKnight,57232.16,466,Gara'jal the Spiritbinder,358764
Subtlety Rogue,80963.34,471,Gara'jal the Spiritbinder,358764
Destruction Warlock,95095.1,472,Gara'jal the Spiritbinder,358764
Survival Hunter,81014.63,469,The Stone Guard,356938
Subtlety Rogue,94556.12,471,The Stone Guard,356938
Destruction Warlock,91871.59,471,The Stone Guard,356938
Elemental Shaman,95884.16,468,The Stone Guard,356938
Blood DeathKnight,123418.84,472,The Stone Guard,356938
Elemental Shaman,135016.52,469,The Stone Guard,356938
Survival Hunter,98070.5,469,Feng the Accursed,381152
Subtlety Rogue,73561.04,471,Feng the Accursed,381152
Destruction Warlock,85203.96,471,Feng the Accursed,381152
Elemental Shaman,86825.77,468,Feng the Accursed,381152
Frost Mage,73477.94,468,Feng the Accursed,381152
Blood DeathKnight,47541.01,472,Feng the Accursed,381152
Elemental Shaman,80873.69,469,Feng the Accursed,381152
Survival Hunter,106089.67,469,Gara'jal the Spiritbinder,216981
Subtlety Rogue,55617.36,473,Gara'jal the Spiritbinder,216981
Protection Paladin,15094.69,468,Gara'jal the Spiritbinder,216981
Destruction Warlock,90839.22,471,Gara'jal the Spiritbinder,216981
Elemental Shaman,51539.3,468,Gara'jal the Spiritbinder,216981
Frost Mage,82215.42,468,Gara'jal the Spiritbinder,216981
Blood DeathKnight,51671.42,472,Gara'jal the Spiritbinder,216981
Elemental Shaman,94383.02,469,Gara'jal the Spiritbinder,216981
Brewmaster Monk,76985.25,465,The Stone Guard,179978
Frost Mage,141310.27,481,The Stone Guard,179978
Enhancement Shaman,98465.31,467,The Stone Guard,179978
Arms Warrior,120708.94,468,The Stone Guard,179978
Affliction Warlock,57389.94,463,The Stone Guard,179978
Survival Hunter,83252.23,467,The Stone Guard,179978
Blood DeathKnight,24565.6,464,The Stone Guard,179978
Survival Hunter,102905.74,465,The Stone Guard,179978
Frost Mage,94388.86,481,Feng the Accursed,261482
Enhancement Shaman,76695.59,467,Feng the Accursed,261482
Arms Warrior,85526.21,468,Feng the Accursed,261482
Affliction Warlock,46217.15,463,Feng the Accursed,261482
Blood DeathKnight,45596.47,464,Feng the Accursed,261482
Survival Hunter,94702.12,465,Feng the Accursed,261482
Brewmaster Monk,52436.38,465,Feng the Accursed,261482
Survival Hunter,67900.11,467,Feng the Accursed,261482
Frost Mage,83120.26,481,Gara'jal the Spiritbinder,208717
Enhancement Shaman,85090.4,467,Gara'jal the Spiritbinder,208717
Arms Warrior,95990.27,468,Gara'jal the Spiritbinder,208717
Affliction Warlock,50772.73,463,Gara'jal the Spiritbinder,208717
Blood DeathKnight,39707.62,464,Gara'jal the Spiritbinder,208717
Survival Hunter,83771.75,465,Gara'jal the Spiritbinder,208717
Brewmaster Monk,58342.38,465,Gara'jal the Spiritbinder,208717
Survival Hunter,77296.83,467,Gara'jal the Spiritbinder,208717
Frost Mage,83234.79,481,The Spirit Kings,328994
Enhancement Shaman,70180.5,467,The Spirit Kings,328994
Arms Warrior,72618.89,468,The Spirit Kings,328994
Affliction Warlock,50315.04,463,The Spirit Kings,328994
Blood DeathKnight,40494.28,464,The Spirit Kings,328994
Survival Hunter,80525.44,465,The Spirit Kings,328994
Brewmaster Monk,44522.03,465,The Spirit Kings,328994
Survival Hunter,66567.27,467,The Spirit Kings,328994
Frost Mage,158759.07,481,Elegon,384187
Enhancement Shaman,124663.53,467,Elegon,384187
Arms Warrior,138366.39,468,Elegon,384187
Affliction Warlock,74114.88,464,Elegon,384187
Blood DeathKnight,58077.32,464,Elegon,384187
Survival Hunter,151089.13,465,Elegon,384187
Elemental Shaman,4966.07,466,Elegon,384187
Brewmaster Monk,63113.93,465,Elegon,384187
Survival Hunter,122132.82,468,Elegon,384187
Frost Mage,77291.13,481,Will of the Emperor,384613
Enhancement Shaman,68971.79,467,Will of the Emperor,384613
Arms Warrior,84767.31,468,Will of the Emperor,384613
Affliction Warlock,47051.72,464,Will of the Emperor,384613
Blood DeathKnight,57983.02,464,Will of the Emperor,384613
Survival Hunter,66267.39,465,Will of the Emperor,384613
Guardian Druid,429.43,466,Will of the Emperor,384613
Brewmaster Monk,54717.86,465,Will of the Emperor,384613
Survival Hunter,57478.56,468,Will of the Emperor,384613
Arms Warrior,84630.85,464,The Stone Guard,252620
Arms Warrior,71363.91,466,The Stone Guard,252620
Brewmaster Monk,62878.75,463,The Stone Guard,252620
Frost Mage,60234.54,465,The Stone Guard,252620
Survival Hunter,108703.31,468,The Stone Guard,252620
Feral Druid,9127.02,463,The Stone Guard,252620
Subtlety Rogue,73912.98,465,The Stone Guard,252620
Blood DeathKnight,31239.59,467,The Stone Guard,252620
Arms Warrior,68906.83,464,Feng the Accursed,333339
Arms Warrior,49467.22,466,Feng the Accursed,333339
Brewmaster Monk,42739.95,463,Feng the Accursed,333339
Frost Mage,62631.89,465,Feng the Accursed,333339
Survival Hunter,93089.12,468,Feng the Accursed,333339
Feral Druid,13471.72,464,Feng the Accursed,333339
Subtlety Rogue,67681.29,465,Feng the Accursed,333339
Blood DeathKnight,49835.4,467,Feng the Accursed,333339
Arms Warrior,65261.4,464,Gara'jal the Spiritbinder,285615
Brewmaster Monk,34232.84,464,Gara'jal the Spiritbinder,285615
Frost Mage,31075.86,465,Gara'jal the Spiritbinder,285615
Survival Hunter,99148.98,468,Gara'jal the Spiritbinder,285615
Feral Druid,30464.0,463,Gara'jal the Spiritbinder,285615
Assassination Rogue,73989.17,465,Gara'jal the Spiritbinder,285615
Blood DeathKnight,52636.94,467,Gara'jal the Spiritbinder,285615
Elemental Shaman,61597.23,466,Gara'jal the Spiritbinder,285615
Arms Warrior,50282.72,464,The Spirit Kings,559791
Brewmaster Monk,33262.23,464,The Spirit Kings,559791
Frost Mage,46633.36,465,The Spirit Kings,559791
Survival Hunter,71530.47,468,The Spirit Kings,559791
Feral Druid,1313.38,464,The Spirit Kings,559791
Subtlety Rogue,58288.53,465,The Spirit Kings,559791
Blood DeathKnight,35447.97,467,The Spirit Kings,559791
Elemental Shaman,11399.82,466,The Spirit Kings,559791
Destruction Warlock,87253.33,470,The Stone Guard,198971
Frost Mage,94564.7,468,The Stone Guard,198971
Brewmaster Monk,37962.84,467,The Stone Guard,198971
Survival Hunter,97308.44,465,The Stone Guard,198971
Protection Warrior,8779.97,465,The Stone Guard,198971
Destruction Warlock,103605.69,471,The Stone Guard,198971
Subtlety Rogue,86893.93,465,The Stone Guard,198971
Arms Warrior,116245.4,471,The Stone Guard,198971
Destruction Warlock,82092.45,470,Feng the Accursed,264419
Frost Mage,70972.66,468,Feng the Accursed,264419
Brewmaster Monk,48565.59,470,Feng the Accursed,264419
Survival Hunter,87207.54,465,Feng the Accursed,264419
Destruction Warlock,85916.02,471,Feng the Accursed,264419
Protection Warrior,24403.35,465,Feng the Accursed,264419
Subtlety Rogue,86761.13,465,Feng the Accursed,264419
Arms Warrior,73861.39,471,Feng the Accursed,264419
Destruction Warlock,79585.56,470,Gara'jal the Spiritbinder,241374
Frost Mage,54328.3,468,Gara'jal the Spiritbinder,241374
Brewmaster Monk,37889.62,470,Gara'jal the Spiritbinder,241374
Survival Hunter,68229.49,465,Gara'jal the Spiritbinder,241374
Destruction Warlock,80554.62,471,Gara'jal the Spiritbinder,241374
Protection Warrior,27325.16,465,Gara'jal the Spiritbinder,241374
Subtlety Rogue,79466.44,465,Gara'jal the Spiritbinder,241374
Arms Warrior,76359.84,472,Gara'jal the Spiritbinder,241374
Destruction Warlock,68660.87,470,The Spirit Kings,384877
Frost Mage,62686.06,470,The Spirit Kings,384877
Brewmaster Monk,41562.55,470,The Spirit Kings,384877
Survival Hunter,48021.57,467,The Spirit Kings,384877
Protection Warrior,18015.92,465,The Spirit Kings,384877
Destruction Warlock,64971.87,471,The Spirit Kings,384877
Subtlety Rogue,72659.18,465,The Spirit Kings,384877
Arms Warrior,69173.19,472,The Spirit Kings,384877
Destruction Warlock,133829.18,470,Elegon,447243
Frost Mage,125335.73,470,Elegon,447243
Brewmaster Monk,58716.76,470,Elegon,447243
Survival Hunter,125483.57,467,Elegon,447243
Destruction Warlock,116233.48,471,Elegon,447243
Protection Warrior,36099.44,465,Elegon,447243
Subtlety Rogue,86230.57,465,Elegon,447243
Arms Warrior,124494.59,472,Elegon,447243
Destruction Warlock,78897.55,470,Will of the Emperor,408190
Frost Mage,49784.21,470,Will of the Emperor,408190
Brewmaster Monk,48118.8,469,Will of the Emperor,408190
Destruction Warlock,3414.31,464,Will of the Emperor,408190
Survival Hunter,53589.85,467,Will of the Emperor,408190
Destruction Warlock,73116.67,471,Will of the Emperor,408190
Protection Warrior,35959.75,465,Will of the Emperor,408190
Subtlety Rogue,70646.59,465,Will of the Emperor,408190
Arms Warrior,69327.98,472,Will of the Emperor,408190
Arms Warrior,86446.2,465,The Stone Guard,222784
Destruction Warlock,886.35,467,The Stone Guard,222784
Survival Hunter,97875.8,466,The Stone Guard,222784
Subtlety Rogue,79142.62,465,The Stone Guard,222784
Brewmaster Monk,7943.46,466,The Stone Guard,222784
Destruction Warlock,73918.55,468,The Stone Guard,222784
Frost Mage,68037.63,460,The Stone Guard,222784
Blood DeathKnight,59898.33,469,The Stone Guard,222784
Frost DeathKnight,91529.32,471,The Stone Guard,222784
Arms Warrior,57668.74,465,Feng the Accursed,283763
Survival Hunter,98588.36,466,Feng the Accursed,283763
Subtlety Rogue,70241.05,465,Feng the Accursed,283763
Brewmaster Monk,32694.13,466,Feng the Accursed,283763
Destruction Warlock,73847.15,468,Feng the Accursed,283763
Frost Mage,41594.71,460,Feng the Accursed,283763
Blood DeathKnight,52413.78,469,Feng the Accursed,283763
Frost DeathKnight,91618.72,471,Feng the Accursed,283763
Arms Warrior,73999.49,465,Gara'jal the Spiritbinder,238762
Survival Hunter,88080.03,466,Gara'jal the Spiritbinder,238762
Subtlety Rogue,79510.83,465,Gara'jal the Spiritbinder,238762
Brewmaster Monk,28492.92,466,Gara'jal the Spiritbinder,238762
Destruction Warlock,60157.99,468,Gara'jal the Spiritbinder,238762
Frost Mage,57791.49,460,Gara'jal the Spiritbinder,238762
Blood DeathKnight,51667.78,469,Gara'jal the Spiritbinder,238762
Frost DeathKnight,71777.77,471,Gara'jal the Spiritbinder,238762
Arms Warrior,37509.3,465,The Spirit Kings,374089
Destruction Warlock,3555.59,468,The Spirit Kings,374089
Survival Hunter,91986.44,466,The Spirit Kings,374089
Subtlety Rogue,72124.46,467,The Spirit Kings,374089
Brewmaster Monk,26966.21,468,The Spirit Kings,374089
Destruction Warlock,57859.72,468,The Spirit Kings,374089
Frost Mage,44227.73,460,The Spirit Kings,374089
Blood DeathKnight,48777.41,469,The Spirit Kings,374089
Frost DeathKnight,71577.95,471,The Spirit Kings,374089
Arms Warrior,116233.6,465,Elegon,410498
Survival Hunter,154180.86,466,Elegon,410498
Subtlety Rogue,115102.27,467,Elegon,410498
Brewmaster Monk,36516.64,468,Elegon,410498
Destruction Warlock,109335.31,468,Elegon,410498
Frost Mage,92250.56,460,Elegon,410498
Blood DeathKnight,62405.09,471,Elegon,410498
Frost DeathKnight,130917.45,471,Elegon,410498
Arms Warrior,71435.27,465,Will of the Emperor,385281
Survival Hunter,73278.46,466,Will of the Emperor,385281
Subtlety Rogue,71019.34,467,Will of the Emperor,385281
Brewmaster Monk,30057.96,468,Will of the Emperor,385281
Destruction Warlock,59168.61,468,Will of the Emperor,385281
Frost Mage,50434.96,460,Will of the Emperor,385281
Blood DeathKnight,58105.31,471,Will of the Emperor,385281
Frost DeathKnight,79978.77,471,Will of the Emperor,385281
Frost Mage,71410.66,465,Gara'jal the Spiritbinder,149010
Elemental Shaman,87728.81,468,Gara'jal the Spiritbinder,149010
Windwalker Monk,54780.51,467,Gara'jal the Spiritbinder,149010
Brewmaster Monk,37452.21,467,Gara'jal the Spiritbinder,149010
Frost Mage,80430.72,466,Gara'jal the Spiritbinder,149010
Affliction Warlock,62435.68,464,Gara'jal the Spiritbinder,149010
Brewmaster Monk,54733.51,471,Gara'jal the Spiritbinder,149010
Survival Hunter,80056.87,464,Gara'jal the Spiritbinder,149010
Frost DeathKnight,55651.02,471,Gara'jal the Spiritbinder,149010
Subtlety Rogue,100341.36,465,Gara'jal the Spiritbinder,149010
Frost Mage,60076.84,461,Gara'jal the Spiritbinder,149010
Destruction Warlock,99241.8,467,Gara'jal the Spiritbinder,149010
Combat Rogue,73242.42,466,Gara'jal the Spiritbinder,149010
Survival Hunter,82809.26,464,Gara'jal the Spiritbinder,149010
Beastmaster Hunter,85282.88,470,Gara'jal the Spiritbinder,149010
Windwalker Monk,78515.21,464,Gara'jal the Spiritbinder,149010
Assassination Rogue,105621.48,472,Gara'jal the Spiritbinder,149010
Frost DeathKnight,36924.45,462,Gara'jal the Spiritbinder,149010
Retribution Paladin,96848.93,470,Gara'jal the Spiritbinder,149010
Destruction Warlock,2133.72,469,The Stone Guard,312881
Brewmaster Monk,115875.74,465,The Stone Guard,312881
Arms Warrior,50608.94,467,The Stone Guard,312881
Destruction Warlock,102778.35,467,The Stone Guard,312881
Enhancement Shaman,138111.26,469,The Stone Guard,312881
Survival Hunter,162919.11,466,The Stone Guard,312881
Frost Mage,106319.22,467,The Stone Guard,312881
Protection Paladin,14667.86,464,The Stone Guard,312881
Destruction Warlock,4755.36,469,Feng the Accursed,386556
Brewmaster Monk,52104.85,465,Feng the Accursed,386556
Arms Warrior,71133.62,467,Feng the Accursed,386556
Destruction Warlock,71244.2,467,Feng the Accursed,386556
Enhancement Shaman,77059.51,469,Feng the Accursed,386556
Survival Hunter,98368.29,466,Feng the Accursed,386556
Frost Mage,86107.52,467,Feng the Accursed,386556
Protection Paladin,34650.27,464,Feng the Accursed,386556
Frost Mage,70845.9,460,Feng the Accursed,400157
Subtlety Rogue,80246.97,467,Feng the Accursed,400157
Unholy DeathKnight,76395.84,464,Feng the Accursed,400157
Assassination Rogue,80832.32,467,Feng the Accursed,400157
Survival Hunter,97004.97,464,Feng the Accursed,400157
Destruction Warlock,72288.18,467,Feng the Accursed,400157
Brewmaster Monk,85880.29,467,Feng the Accursed,400157
Arms Warrior,92225.54,462,Feng the Accursed,400157
Arms Warrior,99914.06,468,Feng the Accursed,400157
Arms Warrior,109352.18,467,Feng the Accursed,400157
Survival Hunter,97010.75,467,Feng the Accursed,400157
Survival Hunter,68340.54,460,Feng the Accursed,400157
Blood DeathKnight,85048.95,465,Feng the Accursed,400157
Elemental Shaman,83831.25,467,Feng the Accursed,400157
Arms Warrior,89969.74,461,Feng the Accursed,400157
Destruction Warlock,5175.91,467,Feng the Accursed,400157
Retribution Paladin,86722.47,467,Feng the Accursed,400157
Arms Warrior,89698.23,467,Feng the Accursed,400157
Destruction Warlock,86303.72,467,Feng the Accursed,400157
Balance Druid,12358.19,468,Feng the Accursed,400157
Survival Hunter,111514.32,464,Feng the Accursed,400157
Survival Hunter,98340.04,467,Feng the Accursed,400157
Frost Mage,84534.89,460,Gara'jal the Spiritbinder,337595
Unholy DeathKnight,88595.88,464,Gara'jal the Spiritbinder,337595
Subtlety Rogue,83128.46,467,Gara'jal the Spiritbinder,337595
Assassination Rogue,90391.76,467,Gara'jal the Spiritbinder,337595
Survival Hunter,95393.36,464,Gara'jal the Spiritbinder,337595
Destruction Warlock,72067.34,467,Gara'jal the Spiritbinder,337595
Brewmaster Monk,46777.97,467,Gara'jal the Spiritbinder,337595
Arms Warrior,74696.27,462,Gara'jal the Spiritbinder,337595
Arms Warrior,90578.77,468,Gara'jal the Spiritbinder,337595
Arms Warrior,91877.9,467,Gara'jal the Spiritbinder,337595
Survival Hunter,86846.16,467,Gara'jal the Spiritbinder,337595
Survival Hunter,65148.94,460,Gara'jal the Spiritbinder,337595
Blood DeathKnight,82336.75,465,Gara'jal the Spiritbinder,337595
Elemental Shaman,92342.12,467,Gara'jal the Spiritbinder,337595
Arms Warrior,77392.18,461,Gara'jal the Spiritbinder,337595
Destruction Warlock,3933.84,467,Gara'jal the Spiritbinder,337595
Retribution Paladin,81616.81,467,Gara'jal the Spiritbinder,337595
Arms Warrior,81476.89,467,Gara'jal the Spiritbinder,337595
Destruction Warlock,86941.17,467,Gara'jal the Spiritbinder,337595
Balance Druid,8642.25,468,Gara'jal the Spiritbinder,337595
Survival Hunter,100087.48,464,Gara'jal the Spiritbinder,337595
